Title,Year,citations,Scientific Entity Disambigious
Anotando um Corpus de Not{\'\i}cias para a An{\'a}lise de Sentimentos: um Relato de Experi{\^e}ncia (Annotating a corpus of News for Sentiment Analysis: An Experience Report),2015,2,"corpus of news, link analysis, enabler"
Distributional Thesauri for {P}ortuguese: methodology evaluation,2015,0,"thesauri, spanish, validity assessment"
On Strategies of Human Multi-Document Summarization,2015,6,"views, multi-document summaries"
Enriching entity grids and graphs with discourse relations: the impact in local coherence evaluation,2015,1,"entity grids, cubes, discourse theory, local coherence"
{V}erb{L}ex{P}or: um recurso l{\'e}xico com anota{\c{c}}{\~a}o de pap{\'e}is sem{\^a}nticos para o portugu{\^e}s ({V}erb{L}ex{P}or: a lexical resource annotated with semantic roles for {P}ortuguese),2015,4,"verblexpor, lexical access, semantic role, spanish"
Novo dicion{\'a}rio de formas flexionadas do Unitex-{PB}: avalia{\c{c}}{\~a}o da flex{\~a}o verbal (New Dictionary of Inflected forms of {UNITEX}-{PB}: Evaluation of Verbal Inflection),2015,1,"gera\cc\~ao de perguntas e respostas, anota\cc\~ao de textos, new dictionary of inflected forms of unitex-pb, generation of verbal inflection, nict-5"
Desambigua{\c{c}}{\~a}o de Hom{\'o}grafos-Heter{\'o}fonos por Aprendizado de M{\'a}quina em Portugu{\^e}s Brasileiro (A Machine Learning Approach for Homographic Heterophone Disambiguation in {B}razilian {P}ortuguese),2015,1,"category disambiguation, machine learning, brazilian portuguese"
{R}e{P}ort - Um Sistema de Extra{\c{c}}{\~a}o de Informa{\c{c}}{\~o}es Aberta para L{\'\i}ngua Portuguesa (Report - An Open Information Extraction System for {P}ortuguese Language),2015,9,"anota\cc\~ao de textos, open information extraction system, portuguese language"
Semi-Automatic Construction of a Textual Entailment Dataset: Selecting Candidates with Vector Space Models,2015,0,"semi-automatic construction, textual entailment dataset, parties, vector model"
N-Gramas de Caractere como T{\'e}cnica de Normaliza{\c{c}}{\~a}o Morfol{\'o}gica para L{\'\i}ngua Portuguesa: Um Estudo em Categoriza{\c{c}}{\~a}o de Textos (Character N-grams as a Morphological Normalization Technique for {P}ortuguese Language: A Study in Text Categorization),2015,0,"n-gramas de caractere, técnica de normalização morfológica, lingua portuguesa, estudo em categorização de textos, letter n-grams, morphology generalization, portuguese language, text categorization"
Proceedings of the 16th Annual Meeting of the Special Interest Group on Discourse and Dialogue,2015,0,"17th annual meeting, special interest group, prose, dialogue"
"{K}eynote: The Interplay of Discussion, Cognition and Instruction in Computer-Supported Collaborative Learning Environments",2015,0,"causes, imagery, advice, learning technology environments"
Human-Machine Dialogue as a Stochastic Game,2015,19,"man-machine dialogue, stochastic game"
Knowledge transfer between speakers for personalised dialogue management,2015,43,"knowledge transfer, judge, adaptive dialogue systems"
Miscommunication Recovery in Physically Situated Dialogue,2015,19,"miscommunication, range, dialogue context"
Reinforcement Learning in Multi-Party Trading Dialog,2015,7,"reinforcement learning, multi-agent dialog"
An Incremental Turn-Taking Model with Active System Barge-in for Spoken Dialog Systems,2015,11,"linear-time incremental model, active system barge-in, dialog system"
Exploring the Effects of Redundancy within a Tutorial Dialogue System: Restating Students{'} Responses,2015,3,"redundancy, tutorial dialogue system, restating students' responses"
A Discursive Grid Approach to Model Local Coherence in Multi-document Summaries,2015,3,"discursive usage, coherence models, multi-document summaries"
Belief Tracking with Stacked Relational Trees,2015,6,"belief revision, syntax trees"
"{``}So, which one is it?{''} The effect of alternative incremental architectures in a high-performance game-playing agent",2015,27,"incremental design, game-playing agents"
Towards Taxonomy of Errors in Chat-oriented Dialogue Systems,2015,41,"analysis of errors, task-based dialogue systems"
{PDTB} Discourse Parsing as a Tagging Task: The Two Taggers Approach,2015,18,"rst discourse parsing, tagging task, two taggers approach"
Which Synthetic Voice Should {I} Choose for an Evocative Task?,2015,0,"voice xml, evocative task"
Dialog Act Annotation for {T}witter Conversations,2015,19,"dialog act, annotation, twitter streams"
Towards Improving Dialogue Topic Tracking Performances with Wikification of Concept Mentions,2015,3,"emerging topic, wiki, conceptors"
Exploiting knowledge base to generate responses for natural language dialog listening agents,2015,32,"knowledge base, aid, spoken natural language dialog"
Automated Speech Recognition Technology for Dialogue Interaction with Non-Native Interlocutors,2015,6,"automatic speech recognition system, dialogue states, interlocutor"
Conversational Knowledge Teaching Agent that uses a Knowledge Base,2015,8,"conversational knowledge teaching agent, knowledge base"
Information Theoretical and Statistical Features for Intrinsic Plagiarism Detection,2015,5,"data fusion, scientific data, plagiarism"
A {SIP} of {C}o{F}ee : A Sample of Interesting Productions of Conversational Feedback,2015,3,"cup of coffee, sample of interesting productions, conversational aspects"
Reinforcement Learning of Multi-Issue Negotiation Dialogue Policies,2015,13,"reinforcement learning, multi-issue bargaining dialogues"
Fast and easy language understanding for dialog systems with {M}icrosoft Language Understanding Intelligent Service ({LUIS}),2015,52,"language ability, dialog systems, microsoft language understanding intelligent service (luis)"
Multilingual {W}iki{T}alk: {W}ikipedia-based talking robots that switch languages.,2015,13,"multilingual wikitalk, wikipedia, social robot, languages"
Modelling situated human-robot interaction using {I}ris{TK},2015,7,"human-robot interaction, iest, abstract"
{I} Couldn{'}t Agree More: The Role of Conversational Structure in Agreement and Disagreement Detection in Online Discussions,2015,47,"conversational aspects, agreement/disagreement inference, online posts"
Memory-Based Acquisition of Argument Structures and its Application to Implicit Role Detection,2015,1,"memory-based learning, proof content, flow, implicit role linking"
Generating Sentence Planning Variations for Story Telling,2015,18,"sentence scoring, story plans"
{K}eynote: Graph-based Approaches for Spoken Language Understanding,2015,0,"graph-based approach, language ability"
Evaluating Spoken Dialogue Processing for Time-Offset Interaction,2015,24,"spoken dialogue agent, time-offset interaction"
The Real Challenge 2014: Progress and Prospects,2015,0,"real challenge 2014, cut, ua"
Argument Mining: Extracting Arguments from Online Dialogue,2015,73,"argumention, use, online study"
Multilingual Summarization with Polytope Model,2015,3,"multilingual summaries, polytope model"
Call Centre Conversation Summarization: A Pilot Task at Multiling 2015,2015,11,"focused meeting summarization, map task, reprolang 2020"
{A}ll{S}ummarizer system at {M}ulti{L}ing 2015: Multilingual single and multi-document summarization,2015,9,"dmtrans plus, reprolang 2020, consensual multi-document summarization"
Comment-to-Article Linking in the Online News Domain,2015,11,"lie, article pairs, online news domain"
"The {U}niversity of {A}licante at {M}ulti{L}ing 2015: approach, results and further insights",2015,7,"university of alicante, reprolang 2020"
{E}x{B} Text Summarizer,2015,8,exb text summarizer
"{M}ulti{L}ing 2015: Multilingual Summarization of Single and Multi-Documents, On-line Fora, and Call-center Conversations",2015,52,"reprolang 2020, multilingual summaries, micro-texts, on-line fora, call-centre conversations"
Stochastic Language Generation in Dialogue using Recurrent Neural Networks with Convolutional Sentence Reranking,2015,149,"stochastic text generation, dialogue, recurrent neural filters, convolutional sentence kernel"
The {U}buntu Dialogue Corpus: A Large Dataset for Research in Unstructured Multi-Turn Dialogue Systems,2015,573,"ubuntu chat, large dataset, health, open-ended dialogue systems"
Recurrent Polynomial Network for Dialogue State Tracking with Mismatched Semantic Parsers,2015,9,"singular value decomposition, dialogue state tracking, one-shot semantic parser"
Opportunities and Obligations to Take Turns in Collaborative Multi-Party Human-Robot Interaction,2015,18,"risks, lies, turn, human-robot multi-modal interaction"
Optimising Turn-Taking Strategies With Reinforcement Learning,2015,20,"turn-taking games, reinforcement learning"
"Acoustic-prosodic entrainment in {S}lovak, {S}panish, {E}nglish and {C}hinese: A cross-linguistic comparison",2015,18,"acoustic-prosodic entrainment, czech, spanish, latin, pinyin, cross-linguistic comparison"
A statistical approach for Non-Sentential Utterance Resolution for Interactive {QA} System,2015,15,"statistical method, non-sentential utterances, practical qa system"
The Interplay of User-Centered Dialog Systems and {AI} Planning,2015,13,"user-centered dialog systems, meta ai"
Automatic Detection of Miscommunication in Spoken Dialogue Systems,2015,21,"automatic system, miscommunication, spoken dialogue systems"
Dialogue Management based on Multi-domain Corpus,2015,3,"dialogue models, multi-domain corpus"
Quality-adaptive Spoken Dialogue Initiative Selection And Implications On Reward Modelling,2015,20,"speech-enabled dialogue, accessor, reward modeling"
Metaphor Detection in Discourse,2015,15,"scan, synth, prose"
User Adaptive Restoration for Incorrectly-Segmented Utterances in Spoken Dialogue Systems,2015,4,"adaptive fusion, task-relevant utterances, spoken dialogue systems"
Incremental Coordination: Attention-Centric Speech Production in a Physically Situated Conversational Agent,2015,25,"incremental neural, morph-based speech recognition, conversational agent"
Hyper-parameter Optimisation of {G}aussian Process Reinforcement Learning for Statistical Dialogue Management,2015,10,"parameter optimisation, gaussian process preference learning, dialogue act modeling"
Learning Domain-Independent Dialogue Policies via Ontology Parameterisation,2015,27,"multi-domain dialogue, ontology model, copying"
Reward Shaping with Recurrent Neural Networks for Speeding up On-Line Policy Learning in Spoken Dialogue Systems,2015,34,"learning tone, recurrent neural filters, on-line policy learning, spoken dialogue systems"
Effects of Game on User Engagement with Spoken Dialogue System,2015,7,"gap, user trust, spoken dialogue system"
Evaluation of Crowdsourced User Input Data for Spoken Dialog Systems,2015,4,"crowdsourced user input data, dialog system"
A distributed cloud-based dialog system for conversational application development,2015,8,"dialog-based platform, conversational ai systems"
A {TV} Program Discovery Dialog System using recommendations,2015,3,"askmsr question-answering system, recommendations"
Description of the {P}atient{G}enesys Dialogue System,2015,5,patientgenesys dialogue system
The Cohort and Speechify Libraries for Rapid Construction of Speech Enabled Applications for Android,2015,4,"cohort libraries, wordnets, speech-enabled applications, coil"
Proceedings of {B}io{NLP} 15,2015,0,bionlp
Complex Event Extraction using {DRUM},2015,14,"global event extraction, drum"
Making the most of limited training data using distant supervision,2015,5,"limited training data, farness"
An extended dependency graph for relation extraction in biomedical texts,2015,23,"extended search graph, relation learning, biomedical text"
Event Extraction in pieces:Tackling the partial event identification problem on unseen corpora,2015,1,"event threads, log anomaly detection, ud corpora"
Extracting Biological Pathway Models From {NLP} Event Representations,2015,3,"biological events, nlp terms"
Shallow Training is cheap but is it good enough? Experiments with Medical Fact Coding,2015,0,"shallow domain, bertology, views"
Stacked Generalization for Medical Concept Extraction from Clinical Notes,2015,15,"generalization gap, based medicine categories, medical notes"
Extracting Disease-Symptom Relationships by Learning Syntactic Patterns from Dependency Graphs,2015,5,"disease-symptom relationships, syntactic patterns, dependency graphs"
Extracting Time Expressions from Clinical Text,2015,9,"time depth, clinical text"
Exploiting Task-Oriented Resources to Learn Word Embeddings for Clinical Abbreviation Expansion,2015,47,"citation-based tasks, word embeddings, clinical abbreviation"
Semantic Type Classification of Common Words in Biomedical Noun Phrases,2015,1,"semantic type, classification, laugher, biomedical verbs"
{C}o{MAGD}: Annotation of Gene-Depression Relations,2015,0,"fst, annotation, gene-depression relations"
Lexical Characteristics Analysis of {C}hinese Clinical Documents,2015,2,"lexical markers, german patient records, test"
