Title,Year,citations,Scientific Entity Disambigious,FICE Score
{LIMSI}@{WMT}{'}15 : Translation Task,2015.0,10,"asap, wmt'21, translational",0.3094971704999915
{U}d{S}-Sant: {E}nglish{--}{G}erman Hybrid Machine Translation System,2015.0,13,"uds-sant, latin, german, hybrid machine translation system",0.30748862230499996
The {RWTH} {A}achen {G}erman-{E}nglish Machine Translation System for {WMT} 2015,2015.0,6,"rwth aachen, english-hindi machine translation system, wmt 2018",0.5004920250171656
Exact Decoding with Multi Bottom-Up Tree Transducers,2015.0,2,"decoding, tree-to-tree transducers",0.15471925055284552
{S}heffield Systems for the {F}innish-{E}nglish {WMT} Translation Task,2015.0,1,"sharp models, romanian-english alignment task",2.220446049250313e-16
Morphological Segmentation and {OPUS} for {F}innish-{E}nglish Machine Translation,2015.0,6,"morphological clustering, sap, german-english machine translation",0.41836158750336644
{A}bu-{M}a{T}ran at {WMT} 2015 Translation Task: Morphological Segmentation and Web Crawling,2015.0,13,"abu-matran, biomedical wmt 2018 task, morphological clustering, web crawling",0.6788056429802338
The {U}niversity of {I}llinois submission to the {WMT} 2015 Shared Translation Task,2015.0,1,"university of indiana, wmt 2020 similar language task",0.12207263547873437
{E}dinburgh{'}s Syntax-Based Systems at {WMT} 2015,2015.0,4,"edinburgh, syntax-based systems, wmt 2018",0.8324160070678674
The {FBK} Participation in the {WMT}15 Automatic Post-editing Shared Task,2015.0,20,"fst, wikitext error correction task",0.4250596746470462
{USAAR}-{SAPE}: An {E}nglish{--}{S}panish Statistical Automatic Post-Editing System,2015.0,15,"iba-sys, latin, spanish, automatic post-editing system",0.20251082094620312
Why Predicting Post-Edition is so Hard? Failure Analysis of {LIMSI} Submission to the {APE} Shared Task,2015.0,6,"predicting post-edition, error analysis, limsi submission, shared task",0.8652390935814909
Hierarchical Machine Translation With Discontinuous Phrases,2015.0,5,"hierarchical machine translation, discontinuous",0.2104331476082681
Discontinuous Statistical Machine Translation with Target-Side Dependency Syntax,2015.0,1,"statistic machine translation, source-side dependency tree",0.10195768346429224
{L}ist{N}et-based {MT} Rescoring,2015.0,11,"ranknet, mt rescoring",0.00027034388714564095
Results of the {WMT}15 Metrics Shared Task,2015.0,71,metrics shared task,0.0
Results of the {WMT}15 Tuning Shared Task,2015.0,6,wmt16 tuning task,0.11073391883289119
Extended Translation Models in Phrase-based Decoding,2015.0,4,"multipath translation, phrase-based decoder",0.829749970903837
Investigations on Phrase-based Decoding with Recurrent Neural Network Language and Translation Models,2015.0,13,"phrase-based decoder, recurrent neural model, translation model",0.8358199047792737
Referential Translation Machines for Predicting Translation Quality and Related Statistics,2015.0,14,"preferential presentation, translation quality, related terms",0.4923735432284001
{UA}lacant word-level machine translation quality estimation system at {WMT} 2015,2015.0,10,"ualacant machine translation quality estimation, wmt 2018",0.8324160070678674
{QU}ality Estimation from {S}cra{TCH} ({QUETCH}): Deep Learning for Word-level Translation Quality Estimation,2015.0,50,"quality estimation from scratch (quetch), deep context, phrase-level estimation",0.7391288108881446
{LORIA} System for the {WMT}15 Quality Estimation Shared Task,2015.0,9,"midas loop, wmt19 robustness task",0.0006437469728347578
Data enhancement and selection strategies for the word-level Quality Estimation,2015.0,6,"data shift, data strategies, phrase-level estimation",0.5722796904120567
{USHEF} and {USAAR}-{USHEF} participation in the {WMT}15 {QE} shared task,2015.0,8,"ushef, usaar-ushef, wmt13 qe task",0.01802109143673125
{SHEF}-{NN}: Translation Quality Estimation with Neural Networks,2015.0,20,"shef-nn, translation quality estimation, neural networks",0.5267110276214744
Strategy-Based Technology for Estimating {MT} Quality,2015.0,5,"strategy-based technology, estimating, raw mt",0.48736574282804923
{UGENT}-{LT}3 {SCATE} System for Machine Translation Quality Estimation,2015.0,10,"ugent-lt3 scate, translation quality estimation",0.5267110276214744
Multi-level Evaluation for Machine Translation,2015.0,5,"meta-evaluation, machine translation",0.4164468693032265
{VERT}a: a Linguistically-motivated Metric at the {WMT}15 Metrics Task,2015.0,5,"zore, linguistically-motivated tree, wmt17 metrics task",0.1621643941877111
{UPF}-Cobalt Submission to {WMT}15 Metrics Task,2015.0,9,"upf-cobalt, wmt17 metrics task",0.3891867377008126
Machine Translation Evaluation using Recurrent Neural Networks,2015.0,16,"machine translation, audit, recurrent neural filters",0.7365574067635472
Alignment-based sense selection in {METEOR} and the {RATATOUILLE} recipe,2015.0,8,"alignment-based sense selection, in, ratatouille recipe",0.5335833286585547
chr{F}: character n-gram {F}-score for automatic {MT} evaluation,2015.0,256,"chrf, character n-gram f-score, automatic mt evaluation",0.04705612835368522
{BEER} 1.1: {ILLC} {U}v{A} submission to metrics and tuning task,2015.0,26,"beer 1, illc uva, metrics, map task",0.4292462102445951
Predicting Machine Translation Adequacy with Document Embeddings,2015.0,14,"adequacy, content embeddings",0.7090121997852845
{L}e{BLEU}: N-gram-based Translation Evaluation Score for Morphologically Complex Languages,2015.0,14,"lebleu, n-gram, belief scores, morphologically rich languages",0.16653644835628156
{CASICT}-{DCU} Participation in {WMT}2015 Metrics Task,2015.0,24,"casict-dcu, wmt17 metrics task",3.084803201769404e-07
{D}rem: The {AFRL} Submission to the {WMT}15 Tuning Task,2015.0,11,"afet, afrl, wmt16 tuning task",0.11073391883289119
{MT} Tuning on {RED}: A Dependency-Based Evaluation Metric,2015.0,4,"mt, 3d, utility-driven approach",0.625030469454979
Improving evaluation and optimization of {MT} systems against {MEANT},2015.0,7,"audit, abstract, mt systems, is",0.3269915824003875
An Investigation of Machine Translation Evaluation Metrics in Cross-lingual Question Answering,2015.0,4,"machine translation, evaluation metrics, cross-lingual leveled reading",0.5945750311840539
Dependency Analysis of Scrambled References for Better Evaluation of {J}apanese Translation,2015.0,2,"dependency analysis, metated, audit, norwegian edition",0.44330501985580584
How do Humans Evaluate Machine Translation,2015.0,12,"human, machine translation",0.3048736773169112
Local System Voting Feature for Machine Translation System Combination,2015.0,11,"indirect feature voting, machine translation system",0.1419621203084681
"Proceedings of the 6th Workshop on Computational Approaches to Subjectivity, Sentiment and Social Media Analysis",2015.0,0,"7th workshop, numerical approaches, subjecthood, i, social media analysis",0.4512107131382632
Multilingual Affect Polarity and Valence Prediction in Metaphors,2015.0,1,"multilingual, affect polarity, valency theory, metaphors",0.17107342989181304
"Sentiment Analysis on Monolingual, Multilingual and Code-Switching {T}witter Corpora",2015.0,38,"link analysis, monolingual, multilingual, code-switching, twitter corpora",0.6264168561880792
Connotation in Translation,2015.0,6,"connotation, bilingual",0.380904863878607
Enhanced {T}witter Sentiment Classification Using Contextual Information,2015.0,34,"twitter, it strategy, aspectual information",0.47778135605705746
Your Sentiment Precedes You: Using an author{'}s historical tweets to predict sarcasm,2015.0,68,"i, author's historical tweets, sarcasm",0.8124087233745607
Optimising Agile Social Media Analysis,2015.0,2,"agile social media science, optimize",0.5123481403920818
Utilizing review analysis to suggest product advertisement improvements,2015.0,3,"review domain, product advertisement improvements",0.0
Towards Opinion Mining from Reviews for the Prediction of Product Rankings,2015.0,6,"opinion mining, review, limit, product pages",0.3300810456756046
Classification of deceptive opinions using a low dimensionality representation,2015.0,14,"classification, deceptive, low error density domains",0.1281659028971478
Extending effect annotation with lexical decomposition,2015.0,7,"fluid annotation, lexical cues",0.0
Analysing domain suitability of a sentiment lexicon by identifying distributionally bipolar words,2015.0,16,"domain portability, entity lexicons, low-frequent words",0.7439501256965346
{I}magisaurus: An Interactive Visualizer of Valence and Emotion in the {R}oget{'}s Thesaurus,2015.0,2,"imagisaurus, visualization, valence, sad, roget's thesaurus",0.3247675444131704
"Personality Traits on {T}witter{---}or{---}{H}ow to Get 1,500 Personality Tests in a Week",2015.0,98,"personal traits, twitter, cognitive tests",0.0026515498483211664
Negation Scope Detection for {T}witter Sentiment Analysis,2015.0,44,"negation scope detection, twitter, link analysis",0.4026989993956738
A Linguistically Informed Convolutional Neural Network,2015.0,12,"linguistically informed, convolution neural network",0.218640568052614
How much does word sense disambiguation help in sentiment analysis of micropost data?,2015.0,18,"word sense ambiguation, link analysis, micropost data",0.48446385766009914
Predicting Ratings for New Movie Releases from {T}witter Content,2015.0,10,"ratings, movie script, twitter text",0.48158760462829486
Beyond Sentiment: Social Psychological Analysis of Political {F}acebook Comments in {H}ungary,2015.0,3,"i, social analysis, political facebook comments, hungary",0.16716996660507974
Verb-centered Sentiment Inference with Description Logics,2015.0,6,"verb-centered, learners, naive grammars",0.01475502632252923
Mining {HEXACO} personality traits from Enterprise Social Media,2015.0,2,"hexaco personality traits, social enterprise",0.0
Opinion Holder and Target Extraction for Verb-based Opinion Predicates {--} The Problem is Not Solved,2015.0,3,"opinion holder, field extraction, verb predicates",0.3722739027053723
Synthetic Text Generation for Sentiment Analysis,2015.0,8,"natural text generation, link analysis",0.8706189132659158
"Detecting speculations, contrasts and conditionals in consumer reviews",2015.0,10,"compromises, prose, conditionals, consumer reviews",0.039365815992075684
Using Combined Lexical Resources to Identify Hashtag Types,2015.0,2,"free lexical resources, hashtag types",0.702966400585297
Sentiment Classification via a Response Recalibration Framework,2015.0,0,"it strategy, response recalibration framework",0.5594680708545845
Proceedings of the Fourth Workshop on Vision and Language,2015.0,0,"sixth workshop, dim, language",0.7135769476824984
Visually-Verifiable Textual Entailment: A Challenge Task for Combining Language and Vision,2015.0,1,"few-shot textual entailment, show, language, dim",0.6637847872686109
Computational Integration of Human Vision and Natural Language through Bitext Alignment,2015.0,4,"computational theory, human users, natural language, bitext",0.5914471527940162
Towards Reliable Automatic Multimodal Content Analysis,2015.0,0,multimodal semantic alignment,3.8191672047105385e-14
Lingusitic Analysis of Multi-Modal Recurrent Neural Networks,2015.0,4,"tense analysis, multi-modal recurrent neural networks",0.26354117207933403
Defining Visually Descriptive Language,2015.0,4,visually grounded language,0.8306251076357206
Semantic Tuples for Evaluation of Image to Sentence Generation,2015.0,4,"semantic tuples, audit, text to speech synthesis",2.160306822318603e-09
Image Representations and New Domains in Neural Image Captioning,2015.0,15,"text representations, new domain, neural image captioning",0.868997969375893
Image with a Message: Towards Detecting Non-Literal Image Usages by Visual Linking,2015.0,2,"3d, egg, verb usages, guided search",0.3023755508409308
Visual Classifier Prediction by Distributional Semantic Embedding of Text Descriptions,2015.0,1,"classifier optimization, semantic embedding, text genre",0.05182470824292562
Understanding Urban Land Use through the Visualization of Points of Interest,2015.0,6,"urban land use, visualization, points of interest",0.35940199268278383
Comparing Attribute Classifiers for Interactive Language Grounding,2015.0,4,"classifiers, note-code interaction",0.3360699022394664
Generating Semantically Precise Scene Graphs from Textual Descriptions for Improved Image Retrieval,2015.0,142,"linguistically motivated, textual reports, text retrieval",0.2290192396727206
Do Distributed Semantic Models Dream of Electric Sheep? Visualizing Word Representations through Image Synthesis,2015.0,2,"distributed semantic models, metal project, word types, image editing",0.4617352919580946
A Weighted Combination of Text and Image Classifiers for User Gender Inference,2015.0,10,"weighted fsts, text, multiclassifier, user intent modeling",0.3803141941031404
