Title,Year,Important Words,Citations
{GWU}-{HASP}-2015@{QALB}-2015 Shared Task: Priming Spelling Candidates with Probability,2015,"gwu-hasp-2015, qalb-2015 shared task, priming spelling candidates, probability",3
{QCMUQ}@{QALB}-2015 Shared Task: Combining Character level {MT} and Error-tolerant Finite-State Recognition for {A}rabic Spelling Correction,2015,"qcmuq@qalb-2015 shared task, character level mt, error-tolerant finite-state recognition, arabic spelling correction",7
{QCRI}@{QALB}-2015 Shared Task: Correction of {A}rabic Text for Native and Non-Native Speakers{'} Errors,2015,"qcri@qalb-2015 shared task, correction of arabic text, native speakers' errors, non-native speakers' errors",0
{SAHSOH}@{QALB}-2015 Shared Task: A Rule-Based Correction Method of Common {A}rabic Native and Non-Native Speakers{'} Errors,2015,"sahsoh@qalb-2015 shared task, rule-based correction method, common arabic native and non-native speakers' errors",0
{TECHLIMED}@{QALB}-Shared Task 2015: a hybrid {A}rabic Error Correction System,2015,"techlimed@qalb-shared task 2015, hybrid arabic error correction system",3
{UMMU}@{QALB}-2015 Shared Task: Character and Word level {SMT} pipeline for Automatic Error Correction of {A}rabic Text,2015,"ummu@qalb-2015 shared task, character and word level smt pipeline, automatic error correction, arabic text",0
Robust Part-of-speech Tagging of {A}rabic Text,2015,"part-of-speech tagging, arabic text",7
Answer Selection in {A}rabic Community Question Answering: A Feature-Rich Approach,2015,"answer selection, arabic community, question answering, feature-rich approach",4
{EDRAK}: Entity-Centric Data Resource for {A}rabic Knowledge,2015,"edrak, data resource, arabic knowledge",0
Proceedings of the Eighth {SIGHAN} Workshop on {C}hinese Language Processing,2015,"eighth sighan workshop, chinese language processing",0
Sequential Annotation and Chunking of {C}hinese Discourse Structure,2015,"sequential annotation, chunking, chinese discourse structure",3
Create a Manual {C}hinese Word Segmentation Dataset Using Crowdsourcing Method,2015,"manual chinese word segmentation dataset, crowdsourcing method",0
{C}hinese Named Entity Recognition with Graph-based Semi-supervised Learning Model,2015,"chinese named entity recognition, graph-based semi-supervised learning model",5
Sentence selection for automatic scoring of {M}andarin proficiency,2015,"sentence selection, automatic scoring, mandarin proficiency",2
{ACB}i{MA}: Advanced {C}hinese Bi-Character Word Morphological Analyzer,2015,"acbima, chinese bi-character word, morphological analyzer",3
Introduction to {SIGHAN} 2015 Bake-off for {C}hinese Spelling Check,2015,"sighan 2015 bake-off, chinese spelling check",24
{HANS}peller++: A Unified Framework for {C}hinese Spelling Correction,2015,"hanspeller++, unified framework, chinese spelling correction",1
Word Vector/Conditional Random Field-based {C}hinese Spelling Error Detection for {SIGHAN}-2015 Evaluation,2015,"word vector, conditional random field, chinese spelling error detection, sighan-2015 evaluation",6
Introduction to a Proofreading Tool for {C}hinese Spelling Check Task of {SIGHAN}-8,2015,"proofreading tool, chinese spelling check task, sighan-8",3
Overview of Topic-based {C}hinese Message Polarity Classification in {SIGHAN} 2015,2015,"topic-based chinese message, polarity classification, sighan 2015",2
A Joint Model for {C}hinese Microblog Sentiment Analysis,2015,"joint model, chinese microblog, sentiment analysis",2
Learning Salient Samples and Distributed Representations for Topic-Based {C}hinese Message Polarity Classification,2015,"salient samples, distributed representations, topic-based chinese message, polarity classification",1
An combined sentiment classification system for {SIGHAN}-8,2015,"combined sentiment classification system, sighan-8",3
Linguistic Knowledge-driven Approach to {C}hinese Comparative Elements Extraction,2015,"linguistic knowledge-driven approach, chinese comparative elements extraction",1
A {CRF} Method of Identifying Prepositional Phrases in {C}hinese Patent Texts,2015,"crf method, identifying prepositional phrases, chinese patent texts",1
Emotion in Code-switching Texts: Corpus Construction and Analysis,2015,"emotion, code-switching texts, corpus construction, analysis",28
"{C}hinese in the Grammatical Framework: Grammar, Translation, and Other Applications Anonymous",2015,"chinese, grammatical framework, grammar, translation, applications",4
{KWB}: An Automated Quick News System for {C}hinese Readers,2015,"kwb, automated quick news system, chinese readers",1
{C}hinese Semantic Role Labeling using High-quality Syntactic Knowledge,2015,"chinese semantic role labeling, high-quality syntactic knowledge",3
{C}hinese Spelling Check System Based on N-gram Model,2015,"chinese spelling check system, n-gram model",14
{NTOU} {C}hinese Spelling Check System in Sighan-8 Bake-off,2015,"ntou chinese spelling check system, sighan-8 bake-off",3
Topic-Based {C}hinese Message Sentiment Analysis: A Multilayered Analysis System,2015,"topic-based chinese message, sentiment analysis, multilayered analysis system",2
Rule-Based {W}eibo Messages Sentiment Polarity Classification towards Given Topics,2015,"rule-based, weibo messages, sentiment polarity classification, given topics",2
Topic-Based {C}hinese Message Polarity Classification System at {SIGHAN}8-Task2,2015,"topic-based, chinese message polarity classification system, sighan8-task2",0
{CT}-{SPA}: Text sentiment polarity prediction model using semi-automatically expanded sentiment lexicon,2015,"ct-spa, text sentiment polarity prediction model, semi-automatically expanded sentiment lexicon",1
{C}hinese Microblogs Sentiment Classification using Maximum Entropy,2015,"chinese microblogs, sentiment classification, maximum entropy",1
{NDMSCS}: A Topic-Based {C}hinese Microblog Polarity Classification System,2015,"ndmscs, topic-based, chinese microblog, polarity classification system",0
{NEUDM}: A System for Topic-Based Message Polarity Classification,2015,"neudm, topic-based message polarity classification",0
Proceedings of the Tenth Workshop on Statistical Machine Translation,2015,"tenth workshop, statistical machine translation",0
Findings of the 2015 Workshop on Statistical Machine Translation,2015,"2015 workshop, statistical machine translation",245
Statistical Machine Translation with Automatic Identification of Translationese,2015,"statistical machine translation, automatic identification, translationese",8
Data Selection With Fewer Words,2015,data selection,10
{DFKI}{'}s experimental hybrid {MT} system for {WMT} 2015,2015,"dfki, experimental hybrid mt system, wmt 2015",8
"{P}ar{FDA} for Fast Deployment of Accurate Statistical Machine Translation Systems, Benchmarks, and Statistics",2015,"parfda, statistical machine translation systems, benchmarks, statistics",15
{CUNI} in {WMT}15: Chimera Strikes Again,2015,"cuni, wmt15, chimera",10
{C}im{S} - The {CIS} and {IMS} Joint Submission to {WMT} 2015 addressing morphological and syntactic differences in {E}nglish to {G}erman {SMT},2015,"cims, cis, ims, wmt 2015, morphological differences, syntactic differences, english, german, smt (statistical machine translation)",4
The Karlsruhe Institute of Technology Translation Systems for the {WMT} 2015,2015,"karlsruhe institute of technology, translation systems, wmt 2015",3
New Language Pairs in {T}ecto{MT},2015,"language pairs, tectomt",18
Tuning Phrase-Based Segmented Translation for a Morphologically Complex Target Language,2015,"phrase-based segmented translation, morphologically complex target language",4
The {AFRL}-{MITLL} {WMT}15 System: There{'}s More than One Way to Decode It!,2015,"afrl-mitll, wmt15 system, decode",7
The {KIT}-{LIMSI} Translation System for {WMT} 2015,2015,"kit-limsi translation system, wmt 2015",4
The {E}dinburgh/{JHU} Phrase-based Machine Translation Systems for {WMT} 2015,2015,"edinburgh/jhu phrase-based machine translation systems, wmt 2015",16
{M}ontreal Neural Machine Translation Systems for {WMT}{'}15,2015,"montreal neural machine translation systems, wmt'15",121
{GF} Wide-coverage {E}nglish-{F}innish {MT} system for {WMT} 2015,2015,"gf wide-coverage english-finnish mt system, wmt 2015",5
{LIMSI}@{WMT}{'}15 : Translation Task,2015,"limsi, wmt'15, translation task",10
{U}d{S}-Sant: {E}nglish{--}{G}erman Hybrid Machine Translation System,2015,"uds-sant, english, german, hybrid machine translation system",13
The {RWTH} {A}achen {G}erman-{E}nglish Machine Translation System for {WMT} 2015,2015,"rwth aachen, german-english machine translation system, wmt 2015",6
Exact Decoding with Multi Bottom-Up Tree Transducers,2015,"exact decoding, multi bottom-up tree transducers",2
{S}heffield Systems for the {F}innish-{E}nglish {WMT} Translation Task,2015,"sheffield systems, finnish-english wmt translation task",1
Morphological Segmentation and {OPUS} for {F}innish-{E}nglish Machine Translation,2015,"morphological segmentation, opus, finnish-english machine translation",6
{A}bu-{M}a{T}ran at {WMT} 2015 Translation Task: Morphological Segmentation and Web Crawling,2015,"abu-matran, wmt 2015 translation task, morphological segmentation, web crawling",13
The {U}niversity of {I}llinois submission to the {WMT} 2015 Shared Translation Task,2015,"university of illinois, wmt 2015 shared translation task",1
{E}dinburgh{'}s Syntax-Based Systems at {WMT} 2015,2015,"edinburgh, syntax-based systems, wmt 2015",4
The {FBK} Participation in the {WMT}15 Automatic Post-editing Shared Task,2015,"fbk, wmt15 automatic post-editing shared task",20
{USAAR}-{SAPE}: An {E}nglish{--}{S}panish Statistical Automatic Post-Editing System,2015,"usaar-sape, english, spanish, statistical automatic post-editing system",15
Why Predicting Post-Edition is so Hard? Failure Analysis of {LIMSI} Submission to the {APE} Shared Task,2015,"predicting post-edition, failure analysis, limsi submission, the ape shared task",6
