Title,Year,Important Words,Citations
Towards a Better Semantic Role Labeling of Complex Predicates,2015,"semantic case role, complex predicates",4
Exploring Relational Features and Learning under Distant Supervision for Information Extraction Tasks,2015,"related attributes, distant supervision, information extraction task",0
Entity/Event-Level Sentiment Detection and Inference,2015,"entity/event-level sentiment detection, inference",3
Initial Steps for Building a Lexicon of Adjectives with Scalemates,2015,"lexicon, adjectives, scalemates",0
A Preliminary Evaluation of the Impact of Syntactic Structure in Semantic Textual Similarity and Semantic Relatedness Tasks,2015,"pre-evaluation, impact, syntactic structure, semantic text similarity, averaging",1
Benchmarking Machine Translated Sentiment Analysis for {A}rabic Tweets,2015,"machine translated text detection, arabic tweets, benchmarking",18
Learning Kernels for Semantic Clustering: A Deep Approach,2015,"learning kernels, 22e \'edition), deep approach",3
Narrowing the Loop: Integration of Resources and Linguistic Dataset Development with Interactive Machine Learning,2015,"glossectomised patients, linguistic dataset development, interactive machine learning",4
Relation Extraction from Community Generated Question-Answer Pairs,2015,"relation extraction, français (french)",10
Detecting Translation Direction: A Cross-Domain Study,2015,"translation direction, cross-domain study",5
Improving the Translation of Discourse Markers for {C}hinese into {E}nglish,2015,"translate, discourse marking, chinese, english",8
Discourse and Document-level Information for Evaluating Language Output Tasks,2015,"discourse, document-level information, evaluating language output tasks",5
Speeding Document Annotation with Topic Models,2015,"document annotation, topic model",0
Lifelong Machine Learning for Topic Modeling and Beyond,2015,"lifelong machine learning, topic modeling",5
Semantics-based Graph Approach to Complex Question-Answering,2015,"special mode, complex question-answering",2
Recognizing Textual Entailment using Dependency Analysis and Machine Learning,2015,"textual entailment, dependency analysis, machine-learning",7
Bilingual lexicon extraction for a distant language pair using a small parallel corpus,2015,"bilingual lexical access, distant language pair, small parallel corpus",6
Morphological Paradigms: Computational Structure and Unsupervised Learning,2015,"linguistic paradigms, computational structure, unsupervised learner",4
Computational Exploration to Linguistic Structures of Future: Classification and Categorization,2015,"computational exploration, linguistic structures, future, classification, categorize",2
How to teach machine translation post-editing? Experiences from a post-editing course,2015,"machine translate, postediting, postediting",16
Quality assessment of postedited versus translated wildlife documentary films: a three-level approach,2015,"quality analysis, postedited, translate, wildlife documentary films, three-level model",3
The impact of machine translation error types on post-editing effort indicators,2015,"machine translate, error types, phase i summary",24
Living on the edge: productivity gain thresholds in machine translation evaluation metrics,2015,"productivity, machine translation metrics",12
Domain adaptation for social localisation-based {SMT}: a case study using the Trommons platform,2015,"domain adaptation, social localisation-based smt, resource creation",0
"Full-text patent translation at {WIPO}; scalability, quality and usability",2015,"patent translation data, automatic formation, scalable, quality, usability",0
Initiatives of the {J}apan Patent Office,2015,japan patent office,0
Improving translator productivity with {MT}: a patent translation case study,2015,"translator productivity, p/2, patent translation, casestudy",0
Response-based learning for patent translation,2015,"response-based learning, patent translation",0
Promoting science and technology exchange using machine translation,2015,"bios, technology, machine translate",0
Simplify sentence structure for improving human post-editing efficiency on {C}hinese-to-{E}nglish patent machine translation,2015,"sentence form, human post-editing effort, chinese-to-english patent machine translation",0
Enhancing function word translation with syntax-based statistical post-editing,2015,"word translation, statistical phrase-based post-editing",0
A hybrid system for {C}hinese-{E}nglish patent machine translation,2015,"hybrid system, patent machine translation",4
Collecting bilingual technical terms from patent families of character-segmented {C}hinese sentences and morpheme-segmented {J}apanese sentences,2015,"bilingual technical terms, patent families, chinese sentence segmentation, #tweets",0
Resampling approach for instance-based domain adaptation from patent domain to newspaper domain in statistical machine translation,2015,"resampling, instance based domain adaptation, patent domain, newspaper domain, lightweight models",1
Towards cross-lingual patent wikification,2015,"cross-lingual patent, wikification",2
Unsupervised comparable corpora preparation and exploration for bi-lingual translation equivalents,2015,"comparable corpora, bilingual audio, exploring, preparing",4
Applying cross-entropy difference for selecting parallel training data from publicly available sources for conversational machine translation,2015,"cross-entropy, parallel training, multiple sources, conversational machine translation",10
Source discriminative word lexicon for translation disambiguation,2015,"source discriminative word lexicon, translation disambiguation",8
Phrase-level estimation for machine translation,2015,"phrase-level estimation, machine translate",0
Improving continuous space language models auxiliary features,2015,"continuous space topic model, auxiliary data",0
Multifeature modular deep neural network acoustic models,2015,"multifeature, modularized nlp system, acoustic model",2
Using language adaptive deep neural networks for improved multilingual speech recognition,2015,"language adaptive deep neural networks, human-centric grounding",26
Punctuation insertion for real-time spoken language translation,2015,"punctuation, near real-time speech translation",0
Class-based N-gram language difference models for data selection,2015,"n-gram classes, language choice models, data selection",13
Morphology-aware alignments for translation to and from a synthetic language,2015,"morpholog, aligning, translate, synthetic language",5
An open-source toolkit for word-level confidence estimation in machine translation,2015,"open-source toolkit, french legal texts, machine translate",13
Improving translation of emphasis with pause prediction in speech-to-speech translation systems,2015,"translation of emphasis, pause prediction, speech-to-speech translator",6
Evaluation and revision of a speech translation system for healthcare,2015,"speech translation system, healthcare",0
Learning segmentations that balance latency versus quality in spoken language translation,2015,"segmenter, latency, quality, speech translation",11
Development of a {F}ilipino-to-{E}nglish bidirectional statistical machine translation system that dynamically updates via user feedback,2015,"filipino-to-english bidirectional statistical machine translation system, user feedback, develop, dynamically updates",5
Parser self-training for syntax-based machine translation,2015,"parse, self training, behavioral testing",1
Risk-aware distribution of {SMT} outputs for translation of documents targeting many anonymous readers,2015,"risk-aware distribution, smt outputs, translate, document, anonymous readers",0
Inducing bilingual lexicons from small quantities of sentence-aligned phonemic transcriptions,2015,"bilingual lexica, small quantities, phoneme transcription",0
Improving {SMT} by model filtering and phrase embedding,2015,"smt (statistical machine translation), model filtering, phrase embedding",0
The {IWSLT} 2015 Evaluation Campaign,2015,iwslt 2015 evaluation campaign,104
The {RWTH} {A}achen machine translation system for {IWSLT} 2015,2015,"cils at tsar-2022 shared task, sconeedit",0
The {MITLL}-{AFRL} {IWSLT} 2015 {MT} system,2015,"afrl-mitll, iwslt 2015 mt system",1
The {E}dinburgh machine translation systems for {IWSLT} 2015,2015,"edinburgh machine translation systems, sconeedit",8
The {MLLP} {ASR} systems for {IWSLT} 2015,2015,"mllp, asr system, sconeedit",5
The Heidelberg University {E}nglish-{G}erman translation system for {IWSLT} 2015,2015,"heidelberg university, english-german system, sconeedit",6
The {LIUM} {ASR} and {SLT} systems for {IWSLT} 2015,2015,"lium asr, slt system, sconeedit",2
The {UMD} machine translation systems at {IWSLT} 2015,2015,"mu machine translation system, sconeedit",3
The {KIT} translation systems for {IWSLT} 2015,2015,"recurrent networks, sconeedit",18
The 2015 {KIT} {IWSLT} speech-to-text systems for {E}nglish and {G}erman,2015,"2015, iwslt, speech-to-text system, english, german",5
{S}tanford neural machine translation systems for spoken language domains,2015,"stanford, changes, spoken language domains",337
The {E}nglish-{V}ietnamese machine translation system for {IWSLT} 2015,2015,"english-vietnamese machine translation, sconeedit",0
The {IOIT} {E}nglish {ASR} system for {IWSLT} 2015,2015,"ioit english asr system, sconeedit",1
The 12{R} {ASR} system for {IWSLT} 2015,2015,"asr system, sconeedit",0
The {JAIST}-{UET}-{MITI} machine translation systems for {IWSLT} 2015,2015,"jhu machine translation systems, sconeedit",2
{PJAIT} systems for the {IWSLT} 2015 evaluation campaign enhanced by comparable corpora,2015,"pjait systems, iwslt 2015 evaluation campaign, comparable corpora",7
The {NAIST} {E}nglish speech recognition system for {IWSLT} 2015,2015,"clinical terms, sconeedit",4
Improvement of word alignment models for {V}ietnamese-to-{E}nglish translation,2015,"word alignment model, english-vietnamese",1
Proceedings of the 10th {B}razilian Symposium in Information and Human Language Technology,2015,"10th brazilian symposium, information, jampatoisnli",0
{JCL}ext: A {J}ava Tool for Compiling Finite-State Transducers from Full-Form Lexicons,2015,"jclext, java tool, compiling, finite state transducers, full-form lexicon",0
7x1-{PT}: um Corpus extra{\'\i}do do {T}witter para An{\'a}lise de Sentimentos em L{\'\i}ngua Portuguesa (7x1-{PT}: a Corpus extracted from {T}witter for Sentiment Analysis in {P}ortuguese Language),2015,"7x1-pt, corpus, twitter, sentiment analysis, portuguese",4
Comparative Analysis between Notations to Classify Named Entities using Conditional Random Fields,2015,"analytic comparison, notation, classify, entity names, condition random fields",2
Do Extrator de Conhecimento Coletivo {\`a} {\'A}gora Virtual: desenvolvendo uma ferramenta para democracia participativa (From Collective Knowledge Extractor to Virtual Agora: Developing a tool for Participatory Democracy),2015,"extrator de conhecimento coletivo, agora, ferramenta para democracia participativa, collective knowledge extractor, agora, tool for participatory democracy",0
Um novo corpo e os seus desafios (A new corpus and the challenges it offers),2015,"novo corpo, challenges",1
An{\'a}lise Autom{\'a}tica de Coer{\^e}ncia Textual em Resumos Cient{\'\i}ficos: Avaliando Quebras de Linearidade (Automatic Analysis of Textual Coherence in Scientific Abstracts: Evaluating Linearity Breaks),2015,"an'alise autom'atica, coer^encia textual, resumos acad^emicos, quebras de linearidade, automatic study, text cohesion, english abstracts, evaluating linearity breaks",0
Anota{\c{c}}{\~a}o de corpus com a {O}pen{W}ord{N}et-{PT}: um exerc{\'\i}cio de desambigua{\c{c}}{\~a}o (Sense annotation with {O}pen{W}ord{N}et-{PT}: an exercise of word sense disambiguation),2015,"corpus, wordnet.br, word sense disambiguation, sense annotation",1
Integrating support verb constructions into a parser,2015,"support verbs, parse",5
Extra{\c{c}}{\~a}o de Alvos em Coment{\'a}rios de Not{\'\i}cias em Portugu{\^e}s baseada na Teoria da Centraliza{\c{c}}{\~a}o (Target Extraction in News Reviews in {P}ortuguese based on Centering Theory),2015,"alvos (targets), comentários de notícias (news reviews), local-global vectors, teoria da centralização (centering theory)",1
Portal {M}in@s: Uma Ferramenta Geral de Apoio ao Processamento de C{\'o}rpus de Prop{\'o}sito Geral (Portal {M}in@s: A General Purpose Support Tool for Corpora Processing),2015,"portal min@s, ferramenta geral de apoio, processamento de c'orpus de prop'osito geral, general purpose support tool, corpus processing",0
{P}rep{N}et.{B}r: a Semantic Network for Prepositions,2015,"prepnet.br, semantic network, preposition",1
Joint semantic discourse models for automatic multi-document summarization,2015,"joint semantic discourse models, automatic document summarization",5
Building and Applying Profiles Through Term Extraction,2015,"build, applying profiles, term extraction",5
An Annotated Corpus for Sentiment Analysis in Political News,2015,"annotated corpus, sentiment analysis, political news",6
